Question,Category
"samat͡ʃaturas‍raːkaːra iɖamak vaʈaː samaːna durin kambi kaɳu siʈuvaː æta.ema iɖama vaʈaː siʈuvaː æti kambi kaɳu ɡaɳana 40 nam ek pættakin bæluːviʈa penena kambi kaɳu ɡaɳana kiːjadV?",1
" 20:25 saːmaːn‍ja veːlaːva kiːjada?",1
"peʈʈijaka boːla 9 bæɡin dæmija hæka . boːla 738 k dæmiːma sadahaː avas‍ja peʈʈi ɡaɳana kiːjada?",1
" 2020 aɡoːstu   dina ɡaɳana kiːjada?",1
" 20n hataren paŋɡu dekaka aɡaja kiːjada?",1
" ganakaːbajaka æti surd͡ʒukoːɳa ɡaɳana kiːjada?",1
" 1/5 , 1/2 , 0.3 jana saŋk‍jaːvalin kuɖaːma saŋk‍jaːva kumakda?",1
"naɡara dekak atara æti dura  miːʈar 12650 ki.eja kiloːmiːʈar haː miːʈar valin dakvanna.  ",1
"pe.va.10.45 ʈa aːram     kaɭa væɖak pæja 4 minittu 35 kadiː avasan karaji.ema avasan kaɭa veːlaːva ɖid͡ʒiʈal veːlaːven dakvanna. ",1
"pol ɡeɖi 837 k ek ɡoɖakaʈa 8 baɡin ven karana ladi.ven kala ɡoɖaval ɡaɳana kiːjada?",1
"pol ɡeɖi 837 k ek ɡoɖakaʈa 8 baɡin ven karana ladi.itiri ɡeɖi ɡaɳana kijada?",1
"dehi ɡeɖi84 k samaːna ɡoɖaval 7 kaʈa ven kara æta. in ek ɡoɖaka 36 k veː. eviʈa dehi ɡeɖijaka mila kiːjada?",1
"siːni ɡoːnijeː bara 24kg 240g ki. ɡoːnijeː bara 2kg 800g nam ehi tibuː siniː vala bara kopamaɳada?",1
" pe.va 10.30 ʈa piʈat vuː bas rataja pæja 4.00  kaʈa pasu ɡamana avasan karaji.ema avasan kaɭa veːlaːva ɖid͡ʒiʈal veːlaːven dakvanna?",1
" 10+5-7= piɭituraʈa adaːɭa roːma saŋk‍jaːva kumakda?",1
"oraloːsuvaka æti pæja kaʈuva dinakaʈa oraloːsuva vaʈaː karakævena vaːra ɡaɳana kiːjada?",1
"hæʈa haja dahas hajasija hæʈa aʈa jana saŋk‍jaːve æti hajeː ilakkam ɡaɳana kiːjada?",1
" savasa paːsala æriː nivasaʈa pæmiɳena nisaːnɡeː sevaɳælla nisaːnʈa idirijen væʈiː tibuɳi.nisaːn ɡaman karana disaːva kumakda?",1
"miːʈar 5 n 5 ʈa kaɳu 50 k siʈuvaː æti maːrɡajaka diɡa kopamaɳada?",1
" ap‍rl 24 piʈat vuː næva mæji 16 ɡaman avasan karaji. ɡamanaʈa ɡatavuː dina ɡaɳana kiːjada?",1
"najaliɡeː 2 veni upan dineː siʈa sæːma upan dinakama diːma boːnikkek tæːɡi læbeː.æja ɭaɡa dænaʈa boːnikkan 5 k æta .eseː nam ɡajaliɡeː dæn vajasa kiːjada?",1
" kamkaruvek pe.va 8.30 siʈa pa.va 3.45 tek væɖa karaji.ohu væɖa kaɭa kaːlaja kopamaɳada?",1
"pa.va 3.40 ʈa ɡamana avasan kaɭa bas ratajaʈa ɡamanaʈa ɡata vuː kaːlaja pæja 5 minittu 15 ki.ɡamana aːramba kaɭa veːlaːva ɖid͡ʒiʈVl veːlaːven dVkvVnnV",1
" pereːdaː iridaː davasak nam in aniddaː davasa kumakda?",1
"pantijaka ɭamaji 92 k siʈiti. baŋkuveː vaːɖi vija hækkeː 9 denekuʈa pamaɳi . ɭamaji sijalu denaːʈama vaːɖi viːmaʈa avas‍ja  baŋku ɡaɳana kiːjada?",1
"pansaleː piŋkam utsdavaja sadudaː dinajaka aːramba viː dina 5 k pavatvaː avasan kiriːmaʈa nijamitava tibuɳi. namut d͡ʒanataːvaɡeː illiːma mata tava dina 3 k dik kVrVnV lVdV nVm ejV avVsVn vuː dVvVsV kumVkdV?",1
" malaka peti 5 k æta.evæni mal 4 ka æti peti ɡaɳana roːma saŋk‍jaːven dakvanna",1
"maɡeː upan dinaja iːjeː bava senuka pereːdaː pævasiːja. aniddaː 18 vana sadudaː nam senuka ɡeː upan dinaja kavadaːda?",1
"anuː aʈa dahas hatsija anuː navaja jana saŋk‍jaːveː ilakkam aɡa siʈa mulaʈa lijuː viʈa læbena saŋk‍jaːva kumakda?",1
"amaːliʈa potak kijaviːmaʈa pæja 2 minittu 25 k ɡata veː. æja pota kijavaː avasan kaɭeː 14:10 ʈa nam aːramba kaɭa veːlaːva kiːjada?",1
"samat͡ʃaturas‍ra 6 kin sæːdija hæki gana vastuveː æti  tiras reːkaː ɡaɳana kiːjada?",1
"iraʈu kabali 2k pamanak jodaː ɡena sæːdija hæki 20 ʈa aɖu sijaluma roːma saŋk‍jaː ɡaɳana kiːjada?",1
"2020 ap‍reːl 30 vana viʈa ema vasareː ɡeviː æti dina ɡaɳana kiːjada?",1
" 1 siʈa 100 tek saŋk‍jaː liviːmeːdiː 4 ilakkama livija jutu vaːra ɡaɳana kiːjada?",1
"ɡamanakin 1/5ka dura 4km veː. ema ɡamaneː mulu durin 1/2 ka dura kopamaɳada ",2
"peʈʈijaka æti boːla valin 1/2k kaha paːʈaja. itiru eːvaː nil haː sudu paːʈaja. eːvaː samaːna p‍ramaːna valin æta. peʈʈijeː æti mulu boːla ɡanana 64nam sudu boːla kiːjak tibeːda",2
"pættaka diɡa 8cm vana t‍rikoːnajak æta in paːda diɡa hæra samat͡ʃaturas‍rajak sæːduveː nam ehi ek paːdajaka diɡa kiːjada",2
"ajijaːɡeː vajasa avurudu 15ki. ajijaːʈa vaɖaː akkaː avurudu 4k vajasin væɖija. taːttaːɡeː vajasa akkaːɡeː vajasa men tun ɡunajaki. taːttaːɡeː vajasa kiːjada? ",2
"najaniɡeː vajasa sahanɡeː vajasaʈa vaɖaː deɡunajaʈa vaɖaː avurudu 3k væɖija. najaniɡeː vajasa avurudu 9k nam sahanɡeː vajasa kiːjada? ",2
"   minisun 4 deneku dina 5k tula ɡojam kapaː nima karaji. dina dekaktula ema væɖaja nima kiriːmaʈa jedavija jutu minisun ɡanana kiːjada?",2
"taːppajak bædiːmaʈa pedareːruvan 3n denekuʈa dina 10k ɡata veji. ejaʈa pedareːruvan 5 denekuʈa dina kiːjak ɡata vejida ",2
"   maːrɡajak adijara 3kin sæːdimaʈa tiːranaja karajiː. in palamu pijavara vanneː avurudu 4 , devana pijavara. palamu pijavara men baːɡajaki. tunvana pijavVrV devVnV pijVvVrV men deɡunVjVki.  maːrɡVjV sæːdiːmVʈV ɡVnneː 2009 d͡ʒVnVvVaːrVi 1 vVenVidVaː nVm ejV sVaːdVaː nVimV vVnnVeː kVvVdVaːdV ",2
"koɖi vælaka nil kaha ratu jana pilivelaʈa koɖi ellaː æta.ema væleː koɖi 199k æta. ehi aɖuvenma æti koɖijeː paːʈa kumakda ",2
"ajijaː saha malliːɡeː vajas vala ekatuva avurudu 35ki. ajijaː malli ʈa vaɖaː avurudu 5k væɖimalja. taːttaː loku putaːʈa vaɖaː avurudu 25k væɖimal veː nam taːttaaːɡaeː vajasa kaiːjada? ",2
"20,7,18,12,15,9,6, jana aŋka valin tuneː ɡunaːkaːra lijuː viʈa hari mædaʈa ena aŋkaja kumakda ",2
"moːʈar ratajak palamu kiloːmiːʈarajaʈa rupijal 50k da devana kiloːmiːʈarajeː siʈa væɖivana sæːma kiloːmiːʈarajaʈama rupijal 10 bæɡin aja karaji. kiloːmiːʈara 10ka ɡVmVnVʈV væjV vVnV mulu mudVlV kiːjVdV? ",2
"nil,‍ratu, kaha lesa vælaka koɖi ellaː æti nam mulu koɖi ɡanana 96 nam ehi aɖuvenma æti koɖi ɡanana kiːjada? ",2
"maɡeː vajasa avurudu 12ki. taːttaːɡeː vajasa avurudu 36ki. maɡeː vajasa deɡunajak vanaviʈa taːttaːɡeː vajasa kiːjada? ",2
"bajisikal roːdajak devarak karakævena viʈa miːʈar 3 k ɡaman karaji.eː sadahaː tatpara 30 k ɡata veː.minittu 5 kadiː bajisikal roːdaja ɡaman kaɭa dura kopVmVɳVdV?",2
"vattakin d͡ʒanavaːri maːsajeː pol ɡeɖi 1288 da iːʈa vaɖaː ɡeɖi 475 væɖijen maːrtu maːsajeːda maːrtu valaʈa vaɖaː ɡeɖi 70 væɖijen mæji maːsajeːda pol kaɖaː æta.ema vattaen maaːsa taunaeːmaaː kaæɖauː mauɭau paol ɡaeɖVi ɡVɳVnV kViːjVdV?",2
"ajijaːɡeː dahavana upan dinaja samarana viʈa malliɡeː vajasa avurudu 4 ki.malliɡeː aʈavana upandinaja samarana  viʈa ajijaːɡeː vajasa kiːjadV?",2
"dahamɡeː dæn vajasa avurudu 15 ki.ohuɡeː pijaːɡeː dæn vajasa dahamɡeː vajasa men tun ɡuɳajaʈa vaɖaː avurudu 5 k væɖija. tava avurudu 5 kin pijaːɡeː vajasa avurudu kaiːjada?",2
"senuka ɡajeliʈa vaɖaː avurudu 15 k væɖimahal ja. dæn senuka ɡeː vajasa avurudu 19  ki.tava avuruddakin senukaɡeː vajasa ɡajeli ɡeː vajasa men kiː ɡuɳajak da?",2
" mama saŋk‍jaːvak situvemi.eja 2n ɡuɳakara 5 n bedaː 7k ekatukara ejin 1k aɖu kaɭa viʈa læbuɳu piɭitura 10 nam, maː situː saŋk‍jaːva kiːjada?",2
"paːsalaka ɭamun 5 denek 2miːʈar samaːna parataraja siʈina seː ravumak sæːdiː siʈiji.ʈika veːlaːvakin etanaʈa aː savini haː nuvani ema ravumaʈa sambanda vija. mulin siʈi ravuma venVs nVokVrV mVemV ɭVmVun 10 dVenVaː sVmVaːnV pVrVtVrVjVk ætVivV sViʈViː nVm ɭVmVun dVedVenVek atVrV dVurV kVopVmVɳVdV?",2
"a,b,c tidenaːɡeː dæn vajas vala ekatuva avurudu 70 ki. miːʈa avurudu 5kaʈa pera ovunɡeː vajas vala ekatuva  kiːjada?",2
"maː ɭaɡa saruŋɡal kihipajak æta. in dekak hæra itirija ratu paːʈaja.dekak hæra itirija nil paːʈaja.dekak hæra itirija dam paːʈaja.maː ɭaɡa saruŋɡal kiːjak tibeːda?",2
" najaniɡeː vajasa sahanɡeː vajasa men deɡuɳajakaʈa vaɖaː avurudu 3k væɖija.najaniɡeː vajasa avurudu 9 k nam sahanɡeː vajasa kiːjada?",2
"ɡembek ek varakadiː senʈi miːʈar 100 durak paniː.eviʈa senʈi miːʈar 10 k aːpassaʈa eji . meː aːkaːrajaʈa miːʈar 10 k dura jaːmaʈa ɡembaː kiːvarak idirijaʈa paniːda?",2
"piʈʈanijak vaʈeːʈa miːʈar 2 ka paratarajak ætiva koɖi kaɳu 25 k ɡasaː æta.eː sæːma koɖi kaɳu 2  k atarama pirimi ɭamajek saha ɡæhænu ɭamajek siʈiti.ehi siʈina pirimi ɭamaji ɡaɳana kiːjVdV?",2
"seneːkaː upadina viʈa æɡeː mavaɡeː vajasa avurudu 20 ki.seneːkaːɡeː malli upadina viʈa mavaɡeː vajasa avurudu 25ki .seneːkaːɡeː dæn vajasa avurudu9 nam malliɡaeː vajasa kaiːjada?",2
"kumburak keʈiːmaʈa minisun 4 denekuʈa dina 5 k ɡata veː. ejaʈa minisun 10 denek jedavuː viʈa ɡatavana dina ɡaɳana kiːjada?",2
"peʈʈijaka nil,kaɭu,ratu pæːn piɭivelin 4,5,6 bæɡin æta. peʈʈija desa nobalaː varakaʈa eka pæːna bæɡin ɡatteː nam anivarjenma ratu pæːnak læbiːmaʈa ivataʈa ɡata jutu avama pæːn ɡaɳana kiːjVdV?",2
"ratu,kaha,koɭa saha nil jana piɭivelaʈa koɖi vælaka koɖi ellaː æta.mema væleː koɖi 179 k æta.ehi avasaːnajaʈa ellaː æti koɖi tuneː paːʈa anupiɭivela kumakda?",2
" sudiːraɡeː taːttaː ohuɡeː 45 vana upandinaja samarana viʈa sudiːraɡeː vajasa avurudu 8 ki. tava avurudu 3 kin sudiːra sija 15 vana upan dinaja samaraji. meː avuruddeː ohuɡeː tattaː samarannaeː kViːvVeːnVi upVndVinVjVdV?",2
" paːdajaka diɡa miːʈar 10 vana samapaːda t‍rikoːɳajak piʈʈanijaka æda æta. eja vaʈaː miːʈar deken dekaʈa koɖi siʈuvaː æta. t‍rikoːɳaja vaʈaː tibena muɭu koɖi ɡaɳana kiːjada?",2
"paːsalaʈa avurudu 25  k pirena vasareːdiː mesaduɡeː vajasa avurudu 8 ki.paːsalaʈa avurudu 40 vana viʈa mesaduɡeː vajasa kiːjada?",2
"peʈʈijaka nil paːʈa pæːn 10 da ratu paːʈa pæːn 7 da kaɭu paːʈa pæːn 4 da æta. pæːn desa nobalaː ratu paːʈa pæːnak ɡæniːmaʈa ɡata jutu avama pæːn ɡaɳana kiːjada?",2
"peʈʈijaka nil paːʈa pæːn 10 da ratu paːʈa pæːn 7 da kaɭu paːʈa pæːn 4 da ætihata peʈʈijen nil paːʈa pæːn 2 ɡæniːmaʈa ɡata jutu avama pæːn ɡaɳana kiːjada?",2
"kumbuːraka ɡojam kæpiːmaʈa minisun dedenukaʈa dina 6 k ɡata veː. ek minisekuʈa eː sadahaː ɡatavana kaːlaja kopamaɳada?",2
"sadunɡeː dæn vajasa pijaːɡeː vajasin 1/4 ki.dan pijaːɡeː vajasa avurudu 40 ki. sadun ipadena viʈa pijaːɡeː vajasa kiːjada?",2
"ætuɭata nopenena peʈʈijaka ratu paːʈa pæːn 4 da nil paːʈa pæːn  6 da æta.pæːn desa nobalaː  ekama paːʈa pæːn dekak noværadiːma læbiːmaʈa peʈʈijen ɡata jutu avama pæːn ɡaɳana kiːjada?",2
"dan maɡeː vajasa avurudu 12 ki.pijaːɡeː vajasa avurudu 48 ki.maɡeː vajasa deɡuɳajak vana viʈa pijaːɡeː vajasa kiːjada?",2
"sis‍jajek tama itiri kiriːmeː ɡiɳumeː tænpat kaɭa mudal p‍ramaːɳajan meseː ja.(d͡ʒanavaːri 25,peberavaːri 30,martu 40,ap‍reːl 60)mema sis‍jajaː mæji maːsajeː tænpat karana mudala kaiːjada?",2
"poːɭimaka amal idirijen minisun 8 denek siʈiti. kamal piʈupasin minisun 10 denek siʈiti.amal haː kamal atara minisun 6 denek siʈitai. paoːɭaimaeː saiʈaina mainaisaun ɡaɳana kaiːjada?",2
"vajaniɡeː vajasa tiɭiɳiɡeː vajasin ardajaki.tiɭiɳiɡeː vajasa darsaniːɡeː vajasa ardajaki.tidenaːɡeːma vajasvala ekatuva avurudu 35k veː nam darsaniːɡeː  vajasa kopVmVɳVdV?",2
"najanaɡeː dæn vajasa avurudu 8ki. ɡajanaːɡeː dan vajasa avurudu 19ki.ɡajanaːɡeː vajasa najanaːɡeː vajasa men deɡuɳajak vana avastaːveːdiː najanaɡeː vajasV avurudu kiːjVdV?",2
"nimal upadina viʈa ohuɡeː mavaɡeː vajasa avurudu 25ki.nimalɡeː malliː upadina viʈa mavaɡeː vajasa avurudu 29ki. nimalɡeː dæn vajasa avurudu 10 nam ohuɡeː malliːɡeː dæn vajasa kijada?",2
"binari saha tarusiɡeː vajasvala ekatuva avurudu 18ki.tarusi,binariʈa vaɖaː avurudu 2 kin væɖimahal ja.eː anuva tarusiɡeː vajasa avurudu kiːjada?",2
"sahan saha pasanɡeː vajasvala ekatuva avurudu 24 ki. sahan,pahanʈa vaɖaː avurudu 4kin balaja.eː anuva sahanɡeː vajasa avurudu kiːjada?",2
"maheːnɡeː dæn vajasa avurudu 7ki. sureːnɡeː dæn vajasa 11ki.sureːnɡeː vajasa maheːnɡeː vajasa men deɡuɳajak vuː avastaːveːdiː maheːnɡeː vajasa avurudu kiːjak vuːveːda?",2
"ʈaːnijaː saha ɡaːnijaː jana dedenaːɡeː vajasvala ekatuva avurudu 24ki. ʈaːnijaː saha ɡaːnijaː jana dedenaːɡeː vajas atara anupaːtaja piɭiveɭin 1 : 3 ki.eː anauva ʈaaːnaijaaːɡaeː vajasa avauraudau kViːjVdV?",2
"sarat saha suɡatɡeː vajasvala ekatuva avurudu 40ki. sarat saha suɡatɡeː vajas atara anupaːtaja piɭiveɭin 1 : 4 ki. eː anuva suɡatɡeː vajasa avurudu kiːjada?",2
"siːtaːɡeː dæn vajasa avurudu 4 ki. ɡiːtaːɡeː dæn vajasa avurudu 11 ki.ɡiːtaːɡeː vajasa siːtaːɡeː vajasa men deɡuɳajak vana avastaːveːdiː dedenaːɡeːma vajasvala ekatauva avauraudau kaiːjada?",2
"ajijaːʈa vaɖaː akkaː avurudu 5 k væɖimahalja. taːttaːɡe vajasa akkaːɡeː vajasa men tun ɡuɳajakaʈa avurudu 4 k væɖija. ajijaːɡeː vajasa avurudu 8 nam taːttaːɡeː vajasa kiːjada?",2
"42,35,28,25,21,14,13,7 raʈaːvak labaː ɡæniːmaʈa ivat kaɭa jutu saŋk‍jaː deka kumakda?",2
"mema maːlaːva desa balanna: 12, 11, 13, 12, 14, 13, ... miːɭaŋɡaʈa pæmiɳija jutu aŋkaja kumakda? 10,16,13,15",2
"7, 10, 8, 11, 9, 12, ... miːɭaŋɡaʈa pæmiɳija jutu aŋkaja kumakda?",2
"36, 34, 30, 28, 24, ... miːɭaŋɡaʈa pæmiɳija jutu aŋkaja kumakda?",2
"mema maːlaːva desa balanna: 2, 1, (1/2), (1/4), ... miːɭaŋɡaʈa pæmiɳija jutu aŋkaja kumakda?",2
"mema maːlaːva desa balanna: 80, 10, 70, 15, 60, ... miːɭaŋɡaʈa pæmiɳija jutu aŋkaja kumakda?",2
"(7 x 9+ 3 x 4 )/5=?",2
"660 - 665 atara saŋk‍jaːva. mema saŋk‍jaːva 6 n nova 3 n bedeː. ema aŋkaja kumakda",2
"mama p‍ratamika aŋkajaki. oba maɡen 1k aɖu kaɭahot ema saŋk‍jaːva 9n bedija hæka. aŋkaja kumakda",2
"aːs‍rita ɡuɳaja baːvitajen 6 × 5 × 3 ɡuɳa karana aːkaːraja penvana samiːkaraɳaja kumakda?",2
"pahata saŋk‍jaː avaroːhaɳa anupiɭivelaʈa sakasaː ætnam, ehi mæda ilakkama kumak veːda?317, 493, 283, 269, 875, 423, 725",2
"moːhit baʈahira desaʈa kiloːmiːʈar 12 k da, dakuɳaʈa kiloːmiːʈar 3 k da, næɡenahira desaʈa kiloːmiːʈar 12 k da ɡaman karaji. ohu siʈinne kopamaɳa durinda aːrambaka staːnaja?",2
"nimmiʈa æɡeː ɡedara væɖa nima kiriːmaʈa vinaːɖi 35k ɡata vija. æja ɡedara væɖa avasan kaɭeː dahaval 12.05 ʈaja. æja ɡedara væɖa kirimaʈa paʈan ɡatte kiːjaʈVdV",2
"ɡuptaː mahataː rupijal 1672000 kaʈa nivasak miladiː ɡatteːja. ohu ɡurha baːɳɖa sandahaː rupijal 12582 k saha tira redi miladiː ɡæniːma sandahaː rupijal 8540 k vijadam kaɭeːja.. inpasu ohu nivaseː idiraipasa tVɳVkVoɭV sVkVs kVirViːmV sVndVhVaː tVvVt rVupVijVl 5675 k vVæjV kVɭVeːjV. kVopVmVɳV dVohVu sVmpVuːrɳVjVenmV vVijVdVm kVɭVeː mVudVl?",2
"aŋka 3k tijenavaː. tunvana aŋkaja visaːlatama veː. tunvana aŋkaja vana viʈa devana saŋk‍jaːven beduː viʈa, p‍ramaːɳaja 4 veː. devænna atara venasa saha tevana aŋkVjV 654 veː. pVɭVmu aŋkVjV devVnV aŋkVjVʈV vVɖaː 109 væɖi nVm, eviʈV pVɭVmu aŋkVjV sojaː ɡVnnV",2
"d͡ʒinaː dinakaʈa piʈu 90k kijavanneː nam, kijaviːma avasan kiriːmaʈa æjaʈa dina 4kaʈa vaɖaː ɡata vanu æta pota. æja dinakaʈa piʈu 80 k kijavanneː nam, æjaʈa ɡVtV vVnneː dinV 5 kVʈV vVɖaː aɖu kaːlVjVki. aŋkVjV nVm d͡ʒinaː kijVvaː avVsVn kiriːmVʈV ɡVtVvVnV dVinV æjV kVijVvVnV pViʈVu ɡVɳVnVʈV sVmVaːnV vVeː sVæːmV dVinVkVmV, æjV dVinVkVʈV pViʈVu kViːjVk kVijVvVijV jVutVudV?",2
"raːmʈa panduvak aɖi 50 3/5 visi kaɭa hækija=. s‍jaːmʈa ema panduvama aɖi 48 1/ 3  kaɭa hækija.kopamana durakaʈa s‍jaːmʈa vaɖaː bohoː duraʈa raːmʈa panduva visi kaɭa hækida?",2
"abiseːk visin pahata dakvaː æti aŋka kaʈʈala kihipajak sakas kara æta. kumana pahata kulaka valin ekak nikila kulakajada",2
"diː æti aŋkajen nætivuː aŋkaja toːranna 33,10,43,53,96",2
"visaːlatama ilakkam 5 aŋkaja kumakda",2
"maːɡeː vajasa avurudu 10 vana viʈa ammaːɡeː vajasa avurudu 35 vana bava pavasaji.dæn ammaːɡeː vajasa avurudu 60 nam maːɡeː vajasa avurudu kiːjada?",2
"42,35,28,25,21,14,13,7 raʈaːvak labaː ɡæniːmaʈa ivat kaɭa jutu saŋk‍jaː deka kumakda?",2
